"DT_REFER";"CD_CVM";"DENOM_CIA";"COLUNA_DF";"VL_CONTA"
2020;4863;"CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA";"Patrimônio Líquido";1125
2020;3069;"CIA FERRO LIGAS DA BAHIA - FERBASA";"Patrimônio Líquido";1765575
2020;3115;"CIA SEGUROS ALIANCA DA BAHIA";"Patrimônio Líquido";198916
2020;22845;"BIOSEV S.A.";"Patrimônio Líquido";-1012831
2020;25313;"HOUSI S.A.";"Patrimônio Líquido";0
2020;25542;"LOJAS LE BISCUIT S.A.";"Patrimônio Líquido";261791
2020;8745;"METANOR SA METANOL DO NE";"Patrimônio Líquido";60982
2020;13986;"SUZANO S.A.";"Patrimônio Líquido";7231822
2020;22349;"AREZZO INDÚSTRIA E COMÉRCIO S.A.";"Patrimônio Líquido";1348597
2020;21350;"DIRECIONAL ENGENHARIA S.A.";"Patrimônio Líquido";1226312
2020;19739;"LOCALIZA RENT A CAR S.A.";"Patrimônio Líquido";6052659
2020;25275;"ALPHAVILLE S.A.";"Patrimônio Líquido";392517
2020;25259;"ENJOEI S.A.";"Patrimônio Líquido";497143
2020;2453;"CIA ENERGETICA DE MINAS GERAIS - CEMIG";"Patrimônio Líquido";17472666
2020;5983;"FIACAO TEC SAO JOSE S.A.";"Patrimônio Líquido";-157374
2020;3891;"FINANCEIRA ALFA S.A.- CRED FINANC E INVS";"Patrimônio Líquido";0
2020;1325;"BCO MERCANTIL DO BRASIL S.A.";"Patrimônio Líquido";1017184
2020;4707;"CONSORCIO ALFA DE ADMINISTRACAO S.A.";"Patrimônio Líquido";1234611
2020;3077;"CIA FIACAO TECIDOS CEDRO CACHOEIRA";"Patrimônio Líquido";131148
2020;19445;"CIA SANEAMENTO DE MINAS GERAIS-COPASA MG";"Patrimônio Líquido";6456612
2020;23574;"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.";"Patrimônio Líquido";1181400
2020;23159;"BB SEGURIDADE PARTICIPAÇÕES S.A.";"Patrimônio Líquido";6389605
2020;26336;"FULWOOD S.A.";"Patrimônio Líquido";101340
2020;25836;"DOTZ S.A.";"Patrimônio Líquido";-367716
2020;25933;"HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.";"Patrimônio Líquido";26038
2020;23868;"CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL";"Patrimônio Líquido";313256
2020;24236;"PRINER SERVIÇOS INDUSTRIAIS S.A.";"Patrimônio Líquido";225687
2020;24775;"BCBF PARTICIPAÇÕES S.A.";"Patrimônio Líquido";7039838
2020;24090;"INSTITUTO HERMES PARDINI S.A.";"Patrimônio Líquido";733380
2020;25909;"EMCCAMP RESIDENCIAL S.A.";"Patrimônio Líquido";303020
2020;3395;"CIA INDUSTRIAL CATAGUASES";"Patrimônio Líquido";131810
2020;26085;"BRISANET PARTICIPAÇÕES S.A.";"Patrimônio Líquido";127191
2020;24384;"NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.";"Patrimônio Líquido";7098147
2020;25330;"ALLIED TECNOLOGIA S.A.";"Patrimônio Líquido";1130587
2020;23507;"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.";"Patrimônio Líquido";560778
2020;26573;"TROCAFONE S.A.";"Patrimônio Líquido";-3634
2020;26417;"OLIVEIRA TRUST S.A.";"Patrimônio Líquido";1280
2020;25658;"AGROGALAXY PARTICIPAÇÕES S.A.";"Patrimônio Líquido";1015667
2020;4081;"CIA TECIDOS SANTANENSE";"Patrimônio Líquido";283293
2020;23825;"MOVIDA PARTICIPACOES SA";"Patrimônio Líquido";2358680
2020;25127;"COMPASS GÁS E ENERGIA S.A.";"Patrimônio Líquido";3321195
2020;23795;"CAIXA SEGURIDADE PARTICIPAÇÕES S.A.";"Patrimônio Líquido";9085407
2020;3158;"CIA TECIDOS NORTE DE MINAS COTEMINAS";"Patrimônio Líquido";833696
2020;26794;"SELF IT ACADEMIAS HOLDING S.A.";"Patrimônio Líquido";74218
2020;25305;"PATRIMAR ENGENHARIA S.A.";"Patrimônio Líquido";295128
2020;24716;"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.";"Patrimônio Líquido";506238
2020;25194;"TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.";"Patrimônio Líquido";430287
2020;26689;"HOLDING VERZANI E SANDRINI S.A.";"Patrimônio Líquido";107352
2020;25070;"PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.";"Patrimônio Líquido";230144
2020;24309;"VENTURE CAPITAL PARTICIPAÇÕES E INVESTIMENTOS S/A";"Patrimônio Líquido";44069
2020;24830;"BRK AMBIENTAL PARTICIPAÇÕES S.A.";"Patrimônio Líquido";3282810
2020;80209;"NU HOLDINGS LTD.";"Patrimônio Líquido";526009
2020;24120;"ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A";"Patrimônio Líquido";1786809
2020;26204;"BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.";"Patrimônio Líquido";22585
2020;25186;"GRUPO MATEUS S.A.";"Patrimônio Líquido";5644256
2020;25771;"HOSPITAL CARE CALEDONIA S.A.";"Patrimônio Líquido";435874
2020;26280;"COMERC PARTICIPAÇÕES S.A.";"Patrimônio Líquido";180180
2020;25062;"LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.";"Patrimônio Líquido";1217041
2020;25445;"MPM CORPÓREOS S.A.";"Patrimônio Líquido";334202
2020;25488;"FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A.";"Patrimônio Líquido";222339
2020;22012;"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.";"Patrimônio Líquido";1097899
2020;1155;"BANESTES S.A. - BCO EST ESPIRITO SANTO";"Patrimônio Líquido";0
2020;20958;"BCO ABC BRASIL S.A.";"Patrimônio Líquido";8940
2020;24589;"ENERGISA TRANSMISSÃO DE ENERGIA S/A";"Patrimônio Líquido";523866
2020;13781;"SAO CARLOS EMPREEND E PARTICIPACOES S.A.";"Patrimônio Líquido";1547000
2020;21121;"SUL AMERICA S.A.";"Patrimônio Líquido";8102028
2020;25844;"TEGRA INCORPORADORA S.A.";"Patrimônio Líquido";2181732
2020;13366;"HAGA S.A. INDUSTRIA E COMERCIO";"Patrimônio Líquido";-69928548
2020;25755;"BANCO MODAL S.A.";"Patrimônio Líquido";586253
2020;24597;"CELEO REDES TRANSMISSÃO DE ENERGIA S.A.";"Patrimônio Líquido";307692
2020;25461;"MOBLY S.A.";"Patrimônio Líquido";-18704
2020;25810;"ATHENA SAÚDE BRASIL SA";"Patrimônio Líquido";1717027
2020;26409;"VERO S.A.";"Patrimônio Líquido";740000
2020;21202;"VIX LOGÍSTICA S/A";"Patrimônio Líquido";698628
2020;24783;"NATURA &CO HOLDING S.A.";"Patrimônio Líquido";27364327
2020;26131;"ENTALPIA PARTICIPAÇÕES S.A.";"Patrimônio Líquido";12174
2020;9512;"PETROLEO BRASILEIRO S.A. PETROBRAS";"Patrimônio Líquido";308410000
2020;8087;"LOJAS AMERICANAS S.A.";"Patrimônio Líquido";12311413
2020;7811;"JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";-348505
2020;6505;"VIA S.A.";"Patrimônio Líquido";5979000
2020;4030;"CIA SIDERURGICA NACIONAL";"Patrimônio Líquido";9913451
2020;8893;"MONTEIRO ARANHA S.A.";"Patrimônio Líquido";972904
2020;11207;"TECNOSOLO ENGENHARIA S.A. - EMPRESA EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";429
2020;20028;"VALID SOLUÇÕES S.A.";"Patrimônio Líquido";1062878
2020;26247;"WILSON SONS HOLDINGS BRASIL S.A.";"Patrimônio Líquido";1865845
2020;6700;"HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";-451016
2020;11070;"WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.";"Patrimônio Líquido";461754
2020;18465;"ULTRAPAR PARTICIPACOES S.A.";"Patrimônio Líquido";9533746
2020;24180;"IRB - BRASIL RESSEGUROS S.A.";"Patrimônio Líquido";4256130
2020;10880;"SONDOTECNICA ENGENHARIA SOLOS S.A.";"Patrimônio Líquido";69991
2020;9989;"REFINARIA DE PETROLEOS MANGUINHOS S.A.";"Patrimônio Líquido";-3192398
2020;25917;"RAÍZEN S.A.";"Patrimônio Líquido";3894530
2020;11231;"TEKNO S.A. - INDUSTRIA E COMERCIO";"Patrimônio Líquido";190417
2020;3328;"CIA HIDRO ELÉTRICA DO SÃO FRANCISCO";"Patrimônio Líquido";16319027
2020;4170;"VALE S.A.";"Patrimônio Líquido";185784978
2020;3980;"GERDAU S.A.";"Patrimônio Líquido";30860271
2020;24805;"VIVARA PARTICIPAÇÕES S.A.";"Patrimônio Líquido";1171475813
2020;11592;"UNIPAR CARBOCLORO S.A.";"Patrimônio Líquido";1725007
2020;24295;"VIBRA ENERGIA S/A";"Patrimônio Líquido";12207000
2020;25739;"CS BRASIL PARTICIPAÇÕES E LOCAÇÕES S.A.";"Patrimônio Líquido";427564
2020;25380;"EZ INC INCORPORAÇÕES COMERCIAIS S.A.";"Patrimônio Líquido";715595
2020;23302;"QUALITY SOFTWARE S.A.";"Patrimônio Líquido";50351817
2020;23817;"BRQ SOLUCOES EM INFORMATICA S.A.";"Patrimônio Líquido";102858
2020;26298;"RIO ENERGY PARTICIPAÇÕES S.A.";"Patrimônio Líquido";11035
2020;26298;"RIO ENERGY PARTICIPAÇÕES S.A.";"Patrimônio Líquido";11035
2020;25720;"RIO ALTO ENERGIAS RENOVÁVEIS S.A.";"Patrimônio Líquido";-870
2020;80195;"G2D INVESTMENTS, LTD.";"Patrimônio Líquido";378359
2020;25747;"INFRACOMMERCE CXAAS S.A.";"Patrimônio Líquido";59032
2020;26530;"CENCOSUD BRASIL COMERCIAL S.A.";"Patrimônio Líquido";3108443
2020;4820;"BRASKEM S.A.";"Patrimônio Líquido";-2202306
2020;20710;"LOG-IN LOGISTICA INTERMODAL S.A.";"Patrimônio Líquido";353809
2020;23590;"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.";"Patrimônio Líquido";284422
2020;15458;"EMBPAR PARTICIPAÇÕES S/A";"Patrimônio Líquido";25984
2020;24058;"CENTRO DE IMAGEM DIAGNOSTICOS S.A.";"Patrimônio Líquido";1190537
2020;6815;"IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL";"Patrimônio Líquido";-988560
2020;20524;"EVEN CONSTRUTORA E INCORPORADORA S.A.";"Patrimônio Líquido";1745958
2020;26506;"LUPO S.A.";"Patrimônio Líquido";734337
2020;24848;"C&A MODAS S.A.";"Patrimônio Líquido";2654798
2020;25763;"VITTIA FERTILIZANTES E BIOLÓGICOS S.A.";"Patrimônio Líquido";286220
2020;20346;"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.";"Patrimônio Líquido";1046324
2020;701;"BAHEMA EDUCAÇÃO S.A.";"Patrimônio Líquido";182229
2020;14826;"CIA BRASILEIRA DE DISTRIBUICAO";"Patrimônio Líquido";13695000
2020;22470;"MAGAZINE LUIZA S.A.";"Patrimônio Líquido";7325287
2020;20877;"HELBOR EMPREENDIMENTOS S.A.";"Patrimônio Líquido";1264327
2020;21440;"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.";"Patrimônio Líquido";276828
2020;12190;"BOMBRIL S.A.";"Patrimônio Líquido";-245161
2020;19836;"COSAN S.A.";"Patrimônio Líquido";10847665
2020;11762;"VULCABRAS S.A.";"Patrimônio Líquido";1125078
2020;21334;"NUTRIPLANT INDUSTRIA E COMERCIO S.A.";"Patrimônio Líquido";16263
2020;20494;"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A";"Patrimônio Líquido";3138572
2020;20516;"SAO MARTINHO S.A.";"Patrimônio Líquido";3346676
2020;13471;"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.";"Patrimônio Líquido";-189216
2020;22020;"JSL S.A.";"Patrimônio Líquido";1063318
2020;19992;"TOTVS S.A.";"Patrimônio Líquido";2604166
2020;5770;"EUCATEX S.A. INDUSTRIA E COMERCIO";"Patrimônio Líquido";1481292
2020;7510;"ROMI S.A.";"Patrimônio Líquido";813003
2020;20125;"ODONTOPREV S.A.";"Patrimônio Líquido";1201640
2020;24627;"BLAU FARMACÊUTICA S.A.";"Patrimônio Líquido";221343
2020;14346;"WHIRLPOOL S.A.";"Patrimônio Líquido";1926797
2020;21199;"BCO PAN S.A.";"Patrimônio Líquido";5540342
2020;25208;"TRACK & FIELD CO S.A.";"Patrimônio Líquido";201642
2020;26034;"MULTILASER INDUSTRIAL S.A.";"Patrimônio Líquido";1524054
2020;25801;"RODOBENS SA";"Patrimônio Líquido";719263
2020;9393;"PARANAPANEMA S.A.";"Patrimônio Líquido";-198590
2020;8575;"MAHLE-METAL LEVE S.A.";"Patrimônio Líquido";1347956
2020;10472;"SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";-545074
2020;24953;"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.";"Patrimônio Líquido";678193
2020;8672;"IGUATEMI S.A.";"Patrimônio Líquido";1616700
2020;12319;"BLUE TECH SOLUTIONS EQI S.A.";"Patrimônio Líquido";61173
2020;9067;"SUZANO HOLDING S.A.";"Patrimônio Líquido";2023366
2020;3654;"CIA MELHORAMENTOS DE SAO PAULO";"Patrimônio Líquido";827557
2020;906;"BCO BRADESCO S.A.";"Patrimônio Líquido";8103343
2020;1384;"BCO ALFA DE INVESTIMENTO S.A.";"Patrimônio Líquido";0
2020;21881;"FLEURY S.A.";"Patrimônio Líquido";1750850
2020;1520;"BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";-163145
2020;19348;"ITAU UNIBANCO HOLDING S.A.";"Patrimônio Líquido";142993000
2020;14320;"USINAS SID DE MINAS GERAIS S.A.-USIMINAS";"Patrimônio Líquido";14867466
2020;2577;"CESP - CIA ENERGETICA DE SAO PAULO";"Patrimônio Líquido";7206213
2020;4723;"CONSTRUTORA ADOLPHO LINDENBERG S.A.";"Patrimônio Líquido";3302
2020;8397;"MANGELS INDUSTRIAL S.A.";"Patrimônio Líquido";-400833
2020;16306;"ROSSI RESIDENCIAL S.A.";"Patrimônio Líquido";-533610
2020;10456;"ALPARGATAS S.A.";"Patrimônio Líquido";2948735
2020;4448;"COBRASMA S.A.";"Patrimônio Líquido";-14300646
2020;8427;"MANUFATURA DE BRINQUEDOS ESTRELA S.A.";"Patrimônio Líquido";-494233
2020;2100;"CAMBUCI S.A.";"Patrimônio Líquido";97343
2020;5762;"ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";214900
2020;11932;"IOCHPE MAXION S.A.";"Patrimônio Líquido";3462285
2020;12823;"SIDERURGICA J. L. ALIPERTI S.A.";"Patrimônio Líquido";261523
2020;24600;"BANCO BMG S/A";"Patrimônio Líquido";4138408
2020;22055;"MARISA LOJAS S.A.";"Patrimônio Líquido";991923
2020;26700;"EUROFARMA LABORATÓRIOS S.A.";"Patrimônio Líquido";2705012
2020;11975;"AZEVEDO E TRAVASSOS S.A.";"Patrimônio Líquido";-240014
2020;1562;"BAUMER S.A.";"Patrimônio Líquido";113079
2020;25984;"COMPANHIA BRASILEIRA DE ALUMÍNIO";"Patrimônio Líquido";3563399
2020;19623;"DIAGNOSTICOS DA AMERICA S.A.";"Patrimônio Líquido";3536231
2020;7617;"ITAÚSA S.A.";"Patrimônio Líquido";57343000
2020;3190;"REDE ENERGIA PARTICIPAÇÕES S.A.";"Patrimônio Líquido";4196532
2020;5258;"RAIA DROGASIL S.A.";"Patrimônio Líquido";4363126
2020;20567;"BCO PINE S.A";"Patrimônio Líquido";823669
2020;20796;"BCO DAYCOVAL S.A.";"Patrimônio Líquido";-12453
2020;25992;"INTERCEMENT BRASIL S.A.";"Patrimônio Líquido";637404
2020;21466;"BANCO RCI BRASIL S.A.";"Patrimônio Líquido";-38874
2020;25526;"CRUZEIRO DO SUL EDUCACIONAL S.A.";"Patrimônio Líquido";452004
2020;24228;"CAMIL ALIMENTOS S.A.";"Patrimônio Líquido";2249372
2020;20451;"RNI NEGÓCIOS IMOBILIÁRIOS S.A.";"Patrimônio Líquido";617725
2020;20702;"VIVER INCORPORADORA E CONSTRUTORA S.A.";"Patrimônio Líquido";-227288
2020;20931;"MINERVA S.A.";"Patrimônio Líquido";840072
2020;21032;"ALGAR TELECOM S/A";"Patrimônio Líquido";1455808
2020;21148;"CONSTRUTORA TENDA S.A.";"Patrimônio Líquido";1517630
2020;19550;"NATURA COSMETICOS S.A.";"Patrimônio Líquido";6760462
2020;14460;"CYRELA BRAZIL REALTY S.A.EMPREEND E PART";"Patrimônio Líquido";5504733
2020;24171;"ATACADÃO S.A.";"Patrimônio Líquido";15709000
2020;23280;"OURO VERDE LOCACAO E SERVICO S.A.";"Patrimônio Líquido";382371
2020;14311;"CIA PARANAENSE DE ENERGIA - COPEL";"Patrimônio Líquido";19959111
2020;11312;"OI S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";7751492
2020;7595;"INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL";"Patrimônio Líquido";-2574988
2020;14761;"CIA HERING";"Patrimônio Líquido";1622298
2020;25429;"FARMÁCIA E DROGARIA NISSEI S.A.";"Patrimônio Líquido";29809
2020;20362;"POSITIVO TECNOLOGIA S.A.";"Patrimônio Líquido";1021914
2020;26395;"ALMEIDA JUNIOR SHOPPING CENTERS S.A.";"Patrimônio Líquido";1442578
2020;11223;"TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";-1678232
2020;4146;"KARSTEN S.A.";"Patrimônio Líquido";-191439
2020;5380;"ELECTRO ACO ALTONA S.A.";"Patrimônio Líquido";183640
2020;25453;"INTELBRAS S.A.";"Patrimônio Líquido";976230
2020;3549;"CIA INDUSTRIAL SCHLOSSER S.A.";"Patrimônio Líquido";-160491
2020;7544;"TEXTIL RENAUXVIEW S.A.";"Patrimônio Líquido";-309729
2020;13773;"PBG S/A";"Patrimônio Líquido";417168
2020;2461;"CENTRAIS ELET DE SANTA CATARINA S.A.";"Patrimônio Líquido";1984642
2020;5410;"WEG S.A.";"Patrimônio Líquido";11563165
2020;6343;"TUPY S.A.";"Patrimônio Líquido";2553457
2020;5207;"DOHLER S.A.";"Patrimônio Líquido";655505
2020;11991;"WETZEL S.A. EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";-183457
2020;26255;"TIGRE S.A. PARTICIPAÇÕES";"Patrimônio Líquido";1328458
2020;14664;"SCHULZ S.A.";"Patrimônio Líquido";742376
2020;13439;"METALURGICA RIOSULENSE S.A.";"Patrimônio Líquido";-8182
2020;8753;"METISA METALURGICA TIMBOENSE S.A.";"Patrimônio Líquido";278966543
2020;19658;"POMIFRUTAS S/A EM RECUPERACAO JUDICIAL";"Patrimônio Líquido";-65813
2020;13285;"JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP";"Patrimônio Líquido";521619
2020;3298;"CIA HABITASUL DE PARTICIPACOES";"Patrimônio Líquido";294008
2020;6211;"FRAS-LE S.A.";"Patrimônio Líquido";943829
2020;5312;"MUNDIAL S.A. - PRODUTOS DE CONSUMO";"Patrimônio Líquido";-152791
2020;8451;"MARCOPOLO S.A.";"Patrimônio Líquido";2552217
2020;9539;"PETTENATI S.A. INDUSTRIA TEXTIL";"Patrimônio Líquido";246024120
2020;14109;"RANDON S.A. IMPLEMENTOS E PARTICIPACOES";"Patrimônio Líquido";2047377
2020;20745;"SLC AGRICOLA S.A.";"Patrimônio Líquido";2940379
2020;20060;"LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";140200
2020;12653;"KLABIN S.A.";"Patrimônio Líquido";3810305
2020;13030;"CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";219254
2020;19615;"GRENDENE S.A.";"Patrimônio Líquido";4230168
2020;13765;"MINUPAR PARTICIPACOES S.A.";"Patrimônio Líquido";-375339
2020;20532;"BCO SANTANDER (BRASIL) S.A.";"Patrimônio Líquido";-4265166
2020;22780;"UNICASA INDÚSTRIA DE MÓVEIS S.A.";"Patrimônio Líquido";155948
2020;12572;"RECRUSUL S.A.";"Patrimônio Líquido";-64669
2020;24201;"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS";"Patrimônio Líquido";634464
2020;7870;"KEPLER WEBER S.A.";"Patrimônio Líquido";517651
2020;4537;"GRAZZIOTIN S.A.";"Patrimônio Líquido";632411203
2020;8192;"TREVISA INVESTIMENTOS S.A.";"Patrimônio Líquido";94257
2020;9342;"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS";"Patrimônio Líquido";1010640
2020;8656;"METALURGICA GERDAU S.A.";"Patrimônio Líquido";11698670
2020;94;"PANATLANTICA S.A.";"Patrimônio Líquido";604626
2020;1210;"BCO ESTADO DO RIO GRANDE DO SUL S.A.";"Patrimônio Líquido";-159958
2020;3204;"CIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELETRICA - CEEE-T";"Patrimônio Líquido";2537678
2020;8133;"LOJAS RENNER S.A.";"Patrimônio Líquido";5501316
2020;6173;"TAURUS ARMAS S.A.";"Patrimônio Líquido";42269
2020;2429;"IRANI PAPEL E EMBALAGEM S.A.";"Patrimônio Líquido";786154
2020;25143;"PACAEMBU CONSTRUTORA S.A.";"Patrimônio Líquido";338893
2020;25038;"LOJAS QUERO QUERO S.A.";"Patrimônio Líquido";479327
2020;21091;"DEXCO S.A.";"Patrimônio Líquido";5186852
2021;1023;"BCO BRASIL S.A.";"Patrimônio Líquido";-8061991
2021;14206;"BRB BCO DE BRASILIA S.A.";"Patrimônio Líquido";-120479
2021;2437;"CENTRAIS ELET BRAS S.A. - ELETROBRAS";"Patrimônio Líquido";76121204
2021;14451;"COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB";"Patrimônio Líquido";829002
2021;26190;"CARAMURU ALIMENTOS S.A.";"Patrimônio Líquido";1514743
2021;26174;"AES BRASIL OPERAÇÕES S.A.";"Patrimônio Líquido";3202404
2021;26069;"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.";"Patrimônio Líquido";1112696
2021;15423;"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.";"Patrimônio Líquido";15816
2021;24880;"LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.";"Patrimônio Líquido";269913
2021;24406;"BANCO INTER S.A.";"Patrimônio Líquido";8388318
2021;22594;"STATKRAFT ENERGIAS RENOVAVEIS S.A.";"Patrimônio Líquido";2067831
2021;20990;"AMERICANAS S.A.";"Patrimônio Líquido";15910976
2021;15253;"ENERGISA S.A.";"Patrimônio Líquido";8434440
2021;21733;"CIELO S.A.";"Patrimônio Líquido";10098339
2021;15539;"NEOENERGIA S.A.";"Patrimônio Líquido";23886000
2021;24660;"BBM LOGÍSTICA S.A.";"Patrimônio Líquido";136698
2021;25666;"LG INFORMÁTICA S.A.";"Patrimônio Líquido";92646
2021;16101;"GAFISA S.A.";"Patrimônio Líquido";1815251
2021;25160;"SEQUOIA LOGÍSTICA E TRANSPORTES S.A.";"Patrimônio Líquido";600831
2021;16292;"BRF S.A.";"Patrimônio Líquido";8462532
2021;23000;"LIGHT ENERGIA S.A.";"Patrimônio Líquido";480833
2021;18708;"CIA PARTICIPACOES ALIANCA DA BAHIA";"Patrimônio Líquido";661783
2021;16438;"SUL 116 PARTICIPACOES S.A.";"Patrimônio Líquido";7295
2021;16497;"EMPRESA NAC COM REDITO PART S.A.ENCORPAR";"Patrimônio Líquido";141476
2021;18287;"VIRGO II COMPANHIA DE SECURITIZACAO";"Patrimônio Líquido";32286
2021;16659;"PORTO SEGURO S.A.";"Patrimônio Líquido";9364559
2021;16632;"DEXXOS PARTICIPAÇÕES S.A.";"Patrimônio Líquido";437742
2021;16675;"CEL PARTICIPAÇÕES S.A. - CELPAR";"Patrimônio Líquido";-14479928
2021;26050;"UNIFIQUE TELECOMUNICAÇÕES S.A.";"Patrimônio Líquido";959014
2021;17868;"INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA";"Patrimônio Líquido";137088
2021;24813;"LOCALIZA FLEET S.A.";"Patrimônio Líquido";1382908
2021;19232;"PRODUTORES ENERGET.DE MANSO S.A.- PROMAN";"Patrimônio Líquido";-380
2021;16993;"EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.";"Patrimônio Líquido";737734
2021;20800;"TEGMA GESTAO LOGISTICA S.A.";"Patrimônio Líquido";680734
2021;24910;"LOCAWEB SERVIÇOS DE INTERNET S.A.";"Patrimônio Líquido";2935066
2021;24872;"LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A";"Patrimônio Líquido";198115
2021;18414;"PADTEC HOLDING S.A.";"Patrimônio Líquido";128337
2021;17450;"RUMO S.A.";"Patrimônio Líquido";14795421
2021;18660;"CPFL ENERGIA S.A.";"Patrimônio Líquido";15146202
2021;17329;"ENGIE BRASIL ENERGIA S.A.";"Patrimônio Líquido";7929008
2021;17671;"TELEFÔNICA BRASIL S.A";"Patrimônio Líquido";69927196
2021;25496;"JALLES MACHADO S.A.";"Patrimônio Líquido";1135983
2021;17922;"BRAZILIAN FINANCE E REAL ESTATE S.A.";"Patrimônio Líquido";0
2021;17892;"SANTOS BRASIL PARTICIPACOES S.A.";"Patrimônio Líquido";2187228
2021;17973;"COGNA EDUCAÇÃO S.A.";"Patrimônio Líquido";12726590
2021;18821;"CCR S.A.";"Patrimônio Líquido";8264762
2021;22454;"T4F ENTRETENIMENTO S.A.";"Patrimônio Líquido";134933
2021;20575;"JBS S.A.";"Patrimônio Líquido";44119292
2021;19771;"ARTERIS S.A.";"Patrimônio Líquido";6464386
2021;21431;"HYPERA S.A.";"Patrimônio Líquido";9826591
2021;20478;"PDG REALTY S.A. EMPREEND E PARTICIPACOES";"Patrimônio Líquido";-5150439
2021;18368;"RIO PARANAPANEMA ENERGIA S.A.";"Patrimônio Líquido";1907664
2021;18376;"CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA";"Patrimônio Líquido";14399206
2021;19330;"TPI - TRIUNFO PARTICIP. E INVEST. S.A.";"Patrimônio Líquido";905038
2021;20010;"EQUATORIAL ENERGIA S.A.";"Patrimônio Líquido";12756361
2021;25780;"PETRORECÔNCAVO S.A.";"Patrimônio Líquido";1871813
2021;19879;"LIGHT S.A.";"Patrimônio Líquido";8733101
2021;26476;"AMMO VAREJO S.A.";"Patrimônio Líquido";59966
2021;18775;"INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR";"Patrimônio Líquido";-1113261
2021;26093;"CLEAR SALE S.A.";"Patrimônio Líquido";777297
2021;24490;"SABER SERVIÇOS EDUCACIONAIS S.A.";"Patrimônio Líquido";1879067
2021;18724;"BRADESPAR S.A.";"Patrimônio Líquido";7502810
2021;20788;"MARFRIG GLOBAL FOODS S.A.";"Patrimônio Líquido";3916920
2021;18953;"CPFL GERACAO DE ENERGIA S.A.";"Patrimônio Líquido";4207597
2021;19763;"EDP - ENERGIAS DO BRASIL S.A.";"Patrimônio Líquido";11151397
2021;19100;"ATMA PARTICIPAÇÕES S.A.";"Patrimônio Líquido";154553
